# cc_oracle arch=arm64
# cols: frame |sn|_sep |sn|_fma |pn|_sep |pn|_fma cov_sep cov_fma cov_dump sa_sep sa_fma sa_dump pa_sep pa_fma pa_dump flags
F 1261 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1262 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1263 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1264 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1265 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1266 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1267 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1268 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1263 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1264 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1265 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1266 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1267 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1268 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1269 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1270 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1271 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fb727 3f7fb727 3f7fb727 3f7fb75b 3f7fb75b 3f7fb75b FMA_SENS 
F 1266 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1267 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1268 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1269 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1270 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1271 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fb727 3f7fb727 3f7fb727 3f7fb75b 3f7fb75b 3f7fb75b FMA_SENS 
F 1272 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fb727 3f7fb727 3f7fb727 3f7fb75b 3f7fb75b 3f7fb75b FMA_SENS 
F 1273 3f7fffff 3f800000 3f800000 3f7fffff 3f800000 3f7fffff 3f800000 3f7fb7a5 3f7fb7a5 3f7fb7a5 3f7fb75b 3f7fb75b 3f7fb75b FMA_SENS 
F 1274 3f7fffff 3f800000 3f800000 3f7fffff 3f800000 3f7fffff 3f800000 3f7fb7a5 3f7fb7a5 3f7fb7a5 3f7fb75b 3f7fb75b 3f7fb75b FMA_SENS 
F 1269 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1270 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fb24a 3f7fb24a 3f7fb24a 3f7fb289 3f7fb289 3f7fb289 -
F 1271 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fb727 3f7fb727 3f7fb727 3f7fb75b 3f7fb75b 3f7fb75b FMA_SENS 
F 1272 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fb727 3f7fb727 3f7fb727 3f7fb75b 3f7fb75b 3f7fb75b FMA_SENS 
F 1273 3f7fffff 3f800000 3f800000 3f7fffff 3f800000 3f7fffff 3f800000 3f7fb7a5 3f7fb7a5 3f7fb7a5 3f7fb75b 3f7fb75b 3f7fb75b FMA_SENS 
F 1274 3f7fffff 3f800000 3f800000 3f7fffff 3f800000 3f7fffff 3f800000 3f7fb7a5 3f7fb7a5 3f7fb7a5 3f7fb75b 3f7fb75b 3f7fb75b FMA_SENS 
F 1275 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7fa286 3f7fa286 3f7fa286 3f7fa24f 3f7fa24f 3f7fa24f -
F 1276 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7fa286 3f7fa286 3f7fa286 3f7fa24f 3f7fa24f 3f7fa24f -
F 1277 3f800000 3f800000 3f800000 3f800000 3e7b94a0 3e7b94a0 3e7b94a0 3f34f420 3f34f420 3f34f420 be0b59ee be0b59ee be0b59ee -
F 1272 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fb727 3f7fb727 3f7fb727 3f7fb75b 3f7fb75b 3f7fb75b FMA_SENS 
F 1273 3f7fffff 3f800000 3f800000 3f7fffff 3f800000 3f7fffff 3f800000 3f7fb7a5 3f7fb7a5 3f7fb7a5 3f7fb75b 3f7fb75b 3f7fb75b FMA_SENS 
F 1274 3f7fffff 3f800000 3f800000 3f7fffff 3f800000 3f7fffff 3f800000 3f7fb7a5 3f7fb7a5 3f7fb7a5 3f7fb75b 3f7fb75b 3f7fb75b FMA_SENS 
F 1275 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7fa286 3f7fa286 3f7fa286 3f7fa24f 3f7fa24f 3f7fa24f -
F 1276 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7fa286 3f7fa286 3f7fa286 3f7fa24f 3f7fa24f 3f7fa24f -
F 1277 3f800000 3f800000 3f800000 3f800000 3e7b94a0 3e7b94a0 3e7b94a0 3f34f420 3f34f420 3f34f420 be0b59ee be0b59ee be0b59ee -
F 1278 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f34f420 3f800000 3f800000 be0b59ee -
F 1279 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f34f420 3f800000 3f800000 be0b59ee -
F 1280 3f800000 3f800000 3f7fffff 3f800000 3f4d816c 3f4d816c 3f4d816c 3f38cd03 3f38cd03 3f38cd03 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1275 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7fa286 3f7fa286 3f7fa286 3f7fa24f 3f7fa24f 3f7fa24f -
F 1276 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7fa286 3f7fa286 3f7fa286 3f7fa24f 3f7fa24f 3f7fa24f -
F 1277 3f800000 3f800000 3f800000 3f800000 3e7b94a0 3e7b94a0 3e7b94a0 3f34f420 3f34f420 3f34f420 be0b59ee be0b59ee be0b59ee -
F 1278 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f34f420 3f800000 3f800000 be0b59ee -
F 1279 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f34f420 3f800000 3f800000 be0b59ee -
F 1280 3f800000 3f800000 3f7fffff 3f800000 3f4d816c 3f4d816c 3f4d816c 3f38cd03 3f38cd03 3f38cd03 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1281 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f38cd03 3f800000 3f800000 3f7dfd79 -
F 1282 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f38cd03 3f800000 3f800000 3f7dfd79 -
F 1283 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f7dfd50 3f7dfd50 3f7dfd50 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1278 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f34f420 3f800000 3f800000 be0b59ee -
F 1279 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f34f420 3f800000 3f800000 be0b59ee -
F 1280 3f800000 3f800000 3f7fffff 3f800000 3f4d816c 3f4d816c 3f4d816c 3f38cd03 3f38cd03 3f38cd03 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1281 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f38cd03 3f800000 3f800000 3f7dfd79 -
F 1282 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f38cd03 3f800000 3f800000 3f7dfd79 -
F 1283 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f7dfd50 3f7dfd50 3f7dfd50 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1284 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f7dfcf3 3f7dfcf3 3f7dfcf3 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1285 3f800000 3f800000 3f7fffff 3f800000 3f7fee6f 3f7fee6f 3f7fee6f 3f7e1cda 3f7e1cda 3f7e1cda 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1286 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7e1ce9 3f800000 3f800000 3f7dfd6a -
F 1281 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f38cd03 3f800000 3f800000 3f7dfd79 -
F 1282 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f38cd03 3f800000 3f800000 3f7dfd79 -
F 1283 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f7dfd50 3f7dfd50 3f7dfd50 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1284 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f7dfcf3 3f7dfcf3 3f7dfcf3 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1285 3f800000 3f800000 3f7fffff 3f800000 3f7fee6f 3f7fee6f 3f7fee6f 3f7e1cda 3f7e1cda 3f7e1cda 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1286 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7e1ce9 3f800000 3f800000 3f7dfd6a -
F 1287 3f800000 3f800000 3f7fffff 3f7fffff 3f7f8370 3f7f8370 3f7f8370 3f7e038e 3f7e038e 3f7e038e 3f7dfd6a 3f7dfd6a 3f7dfd6a -
F 1288 3f7fffff 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7dfeae 3f7dfeae 3f7dfeae 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1289 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f7dfcf3 3f7dfcf3 3f7dfcf3 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1284 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f7dfcf3 3f7dfcf3 3f7dfcf3 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1285 3f800000 3f800000 3f7fffff 3f800000 3f7fee6f 3f7fee6f 3f7fee6f 3f7e1cda 3f7e1cda 3f7e1cda 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1286 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7e1ce9 3f800000 3f800000 3f7dfd6a -
F 1287 3f800000 3f800000 3f7fffff 3f7fffff 3f7f8370 3f7f8370 3f7f8370 3f7e038e 3f7e038e 3f7e038e 3f7dfd6a 3f7dfd6a 3f7dfd6a -
F 1288 3f7fffff 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7dfeae 3f7dfeae 3f7dfeae 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1289 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f7dfcf3 3f7dfcf3 3f7dfcf3 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1290 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7dfcf3 3f800000 3f800000 3f7dfd79 -
F 1291 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7dfcf3 3f800000 3f800000 3f7dfd79 -
F 1292 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f66de93 3f800000 3f800000 3f7fbe9a -
F 1287 3f800000 3f800000 3f7fffff 3f7fffff 3f7f8370 3f7f8370 3f7f8370 3f7e038e 3f7e038e 3f7e038e 3f7dfd6a 3f7dfd6a 3f7dfd6a -
F 1288 3f7fffff 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7dfeae 3f7dfeae 3f7dfeae 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1289 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f7dfcf3 3f7dfcf3 3f7dfcf3 3f7dfd79 3f7dfd79 3f7dfd79 FMA_SENS 
F 1290 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7dfcf3 3f800000 3f800000 3f7dfd79 -
F 1291 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7dfcf3 3f800000 3f800000 3f7dfd79 -
F 1292 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f66de93 3f800000 3f800000 3f7fbe9a -
F 1293 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f7f0726 3f7f0726 3f7f0726 3f7f06ce 3f7f06ce 3f7f06ce -
F 1294 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7f0725 3f7f0725 3f7f0725 3f7f06ce 3f7f06ce 3f7f06ce -
F 1295 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fffff 3f800000 3f7f06a3 3f7f06a3 3f7f06a3 3f7f06ce 3f7f06ce 3f7f06ce FMA_SENS 
F 1290 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7dfcf3 3f800000 3f800000 3f7dfd79 -
F 1291 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7dfcf3 3f800000 3f800000 3f7dfd79 -
F 1292 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f66de93 3f800000 3f800000 3f7fbe9a -
F 1293 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f7f0726 3f7f0726 3f7f0726 3f7f06ce 3f7f06ce 3f7f06ce -
F 1294 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7f0725 3f7f0725 3f7f0725 3f7f06ce 3f7f06ce 3f7f06ce -
F 1295 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fffff 3f800000 3f7f06a3 3f7f06a3 3f7f06a3 3f7f06ce 3f7f06ce 3f7f06ce FMA_SENS 
