# cc_oracle arch=x86
# cols: frame |sn|_sep |sn|_fma |pn|_sep |pn|_fma cov_sep cov_fma cov_dump sa_sep sa_fma sa_dump pa_sep pa_fma pa_dump flags
F 1344 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6d91 bcbf6d91 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1345 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6d91 bcbf6d91 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1340 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 bca2db46 bca2db46 3f7fb24a bca2b3a0 bca2b3a0 3f7fb289 -
F 1341 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 bca2db46 bca2db46 3f7fb24a bca2b3a0 bca2b3a0 3f7fb289 -
F 1342 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 bca2db40 bca2db40 3f7fb24a bca2b3a0 bca2b3a0 3f7fb289 -
F 1343 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff bca2db4e bca2db4e 3f7fb249 bca2b3a0 bca2b3a0 3f7fb289 -
F 1344 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6d91 bcbf6d91 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1345 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6d91 bcbf6d91 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1346 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6d91 bcbf6d91 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1347 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6d91 bcbf6d91 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1348 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6dbd bcbf6dbd 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1343 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff bca2db4e bca2db4e 3f7fb249 bca2b3a0 bca2b3a0 3f7fb289 -
F 1344 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6d91 bcbf6d91 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1345 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6d91 bcbf6d91 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1346 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6d91 bcbf6d91 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1347 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6d91 bcbf6d91 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1348 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6dbd bcbf6dbd 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1349 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 bd2f0024 bd2f0024 3f7fa286 bd2f53f4 bd2f53f4 3f7fa24f -
F 1350 3f800000 3f800000 3f800000 3f800000 3e73911d 3e73911d 3e73911d bdd3c90c bdd3c90c 3f326dcf 3f950fd4 3f950fd4 be0b59ee -
F 1351 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f35285f 00000000 00000000 be0b59ee COV!=DUMP 
F 1346 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6d91 bcbf6d91 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1347 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6d91 bcbf6d91 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1348 3f7fffff 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bcbf6dbd bcbf6dbd 3f7fb727 bcbf1a0d bcbf1a0d 3f7fb75b FMA_DIFF 
F 1349 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 bd2f0024 bd2f0024 3f7fa286 bd2f53f4 bd2f53f4 3f7fa24f -
F 1350 3f800000 3f800000 3f800000 3f800000 3e73911d 3e73911d 3e73911d bdd3c90c bdd3c90c 3f326dcf 3f950fd4 3f950fd4 be0b59ee -
F 1351 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f35285f 00000000 00000000 be0b59ee COV!=DUMP 
F 1352 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f35285f 00000000 00000000 be0b59ee COV!=DUMP 
F 1353 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f35285f 00000000 00000000 be0b59ee COV!=DUMP 
F 1354 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f39d074 00000000 00000000 3df0cb17 COV!=DUMP 
F 1349 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 bd2f0024 bd2f0024 3f7fa286 bd2f53f4 bd2f53f4 3f7fa24f -
F 1350 3f800000 3f800000 3f800000 3f800000 3e73911d 3e73911d 3e73911d bdd3c90c bdd3c90c 3f326dcf 3f950fd4 3f950fd4 be0b59ee -
F 1351 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f35285f 00000000 00000000 be0b59ee COV!=DUMP 
F 1352 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f35285f 00000000 00000000 be0b59ee COV!=DUMP 
F 1353 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f35285f 00000000 00000000 be0b59ee COV!=DUMP 
F 1354 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f39d074 00000000 00000000 3df0cb17 COV!=DUMP 
F 1355 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f39d074 00000000 00000000 3df0cb17 COV!=DUMP 
F 1356 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f39d074 00000000 00000000 3df0cb17 COV!=DUMP 
F 1357 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 bdb51210 bdb51210 3f7dfcf1 bdb50e20 bdb50e20 3f7dfd79 FMA_DIFF 
F 1352 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f35285f 00000000 00000000 be0b59ee COV!=DUMP 
F 1353 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f35285f 00000000 00000000 be0b59ee COV!=DUMP 
F 1354 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f39d074 00000000 00000000 3df0cb17 COV!=DUMP 
F 1355 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f39d074 00000000 00000000 3df0cb17 COV!=DUMP 
F 1356 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f39d074 00000000 00000000 3df0cb17 COV!=DUMP 
F 1357 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 bdb51210 bdb51210 3f7dfcf1 bdb50e20 bdb50e20 3f7dfd79 FMA_DIFF 
F 1358 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 bdb511e1 bdb511e1 3f7dfcf3 bdb50e20 bdb50e20 3f7dfd79 FMA_DIFF 
F 1359 3f800000 3f800000 3f7fffff 3f800000 3f7fe4ba 3f7fe4ba 3f7fe4ba be27ae4c be27ae4c 3f7e1f92 be1cdc4a be1cdc4a 3f7dfd79 FMA_DIFF 
F 1360 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f7e1f92 00000000 00000000 3f7dfd79 COV!=DUMP 
F 1355 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f39d074 00000000 00000000 3df0cb17 COV!=DUMP 
F 1356 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f39d074 00000000 00000000 3df0cb17 COV!=DUMP 
F 1357 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 bdb51210 bdb51210 3f7dfcf1 bdb50e20 bdb50e20 3f7dfd79 FMA_DIFF 
F 1358 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 bdb511e1 bdb511e1 3f7dfcf3 bdb50e20 bdb50e20 3f7dfd79 FMA_DIFF 
F 1359 3f800000 3f800000 3f7fffff 3f800000 3f7fe4ba 3f7fe4ba 3f7fe4ba be27ae4c be27ae4c 3f7e1f92 be1cdc4a be1cdc4a 3f7dfd79 FMA_DIFF 
F 1360 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f7e1f92 00000000 00000000 3f7dfd79 COV!=DUMP 
F 1361 3f7ffffe 3f7fffff 3f7fffff 3f7fffff 3f7f8a94 3f7f8a94 3f7f8a94 3da77fbe 3da77fbe 3f7e06af 00000000 00000000 3f7dfd6a FMA_DIFF 
F 1362 3f800000 3f800000 3f7fffff 3f800000 3f7fffff 3f800000 3f7fffff 3db511f2 3db511f2 3f7dfcf2 3db50e20 3db50e20 3f7dfd79 FMA_DIFF 
F 1363 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f7dfcf3 00000000 00000000 3f7dfd79 COV!=DUMP 
F 1358 3f800000 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 bdb511e1 bdb511e1 3f7dfcf3 bdb50e20 bdb50e20 3f7dfd79 FMA_DIFF 
F 1359 3f800000 3f800000 3f7fffff 3f800000 3f7fe4ba 3f7fe4ba 3f7fe4ba be27ae4c be27ae4c 3f7e1f92 be1cdc4a be1cdc4a 3f7dfd79 FMA_DIFF 
F 1360 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f7e1f92 00000000 00000000 3f7dfd79 COV!=DUMP 
F 1361 3f7ffffe 3f7fffff 3f7fffff 3f7fffff 3f7f8a94 3f7f8a94 3f7f8a94 3da77fbe 3da77fbe 3f7e06af 00000000 00000000 3f7dfd6a FMA_DIFF 
F 1362 3f800000 3f800000 3f7fffff 3f800000 3f7fffff 3f800000 3f7fffff 3db511f2 3db511f2 3f7dfcf2 3db50e20 3db50e20 3f7dfd79 FMA_DIFF 
F 1363 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f7dfcf3 00000000 00000000 3f7dfd79 COV!=DUMP 
F 1364 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f7dfcf3 00000000 00000000 3f7dfd79 COV!=DUMP 
F 1365 3f7fffff 3f7fffff 3f800000 3f800000 3f5e2f75 3f5e2f75 3f5e2f75 beb3ea7d beb3ea7d 3f633a8a 3d57bd56 3d57bd56 3f7fbe9a -
F 1366 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f60093b 00000000 00000000 3f7fbe9a COV!=DUMP 
F 1361 3f7ffffe 3f7fffff 3f7fffff 3f7fffff 3f7f8a94 3f7f8a94 3f7f8a94 3da77fbe 3da77fbe 3f7e06af 00000000 00000000 3f7dfd6a FMA_DIFF 
F 1362 3f800000 3f800000 3f7fffff 3f800000 3f7fffff 3f800000 3f7fffff 3db511f2 3db511f2 3f7dfcf2 3db50e20 3db50e20 3f7dfd79 FMA_DIFF 
F 1363 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f7dfcf3 00000000 00000000 3f7dfd79 COV!=DUMP 
F 1364 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f7dfcf3 00000000 00000000 3f7dfd79 COV!=DUMP 
F 1365 3f7fffff 3f7fffff 3f800000 3f800000 3f5e2f75 3f5e2f75 3f5e2f75 beb3ea7d beb3ea7d 3f633a8a 3d57bd56 3d57bd56 3f7fbe9a -
F 1366 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f60093b 00000000 00000000 3f7fbe9a COV!=DUMP 
F 1367 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 bdeb00b4 bdeb00b4 3f7f0726 bdeb1a46 bdeb1a46 3f7f06ce -
F 1368 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fffff 3f800000 bdeaffd2 bdeaffd2 3f7f06a3 bdeb1a46 bdeb1a46 3f7f06ce FMA_DIFF 
F 1369 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 bdeb5aee bdeb5aee 3f7f063e bdeb1a46 bdeb1a46 3f7f06ce -
F 1364 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f7dfcf3 00000000 00000000 3f7dfd79 COV!=DUMP 
F 1365 3f7fffff 3f7fffff 3f800000 3f800000 3f5e2f75 3f5e2f75 3f5e2f75 beb3ea7d beb3ea7d 3f633a8a 3d57bd56 3d57bd56 3f7fbe9a -
F 1366 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 00000000 00000000 3f60093b 00000000 00000000 3f7fbe9a COV!=DUMP 
F 1367 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 bdeb00b4 bdeb00b4 3f7f0726 bdeb1a46 bdeb1a46 3f7f06ce -
F 1368 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fffff 3f800000 bdeaffd2 bdeaffd2 3f7f06a3 bdeb1a46 bdeb1a46 3f7f06ce FMA_DIFF 
F 1369 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 bdeb5aee bdeb5aee 3f7f063e bdeb1a46 bdeb1a46 3f7f06ce -
F 1370 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 bdeb006c bdeb006c 3f7f0726 bdeb1a46 bdeb1a46 3f7f06ce -
F 1371 3f7fffff 3f7fffff 3f800000 3f800000 3f7ffd74 3f7ffd74 3f7ffd74 bdd1a48d bdd1a48d 3f7f3317 bdeb1a46 bdeb1a46 3f7f06ce -
F 1372 3f800000 3f800001 3f800000 3f800000 3f800001 3f800001 3f800001 bd938030 bd938030 3f7f8a01 bd93bb9c bd93bb9c 3f7f89b3 FMA_DIFF 
F 1367 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 bdeb00b4 bdeb00b4 3f7f0726 bdeb1a46 bdeb1a46 3f7f06ce -
F 1368 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fffff 3f800000 bdeaffd2 bdeaffd2 3f7f06a3 bdeb1a46 bdeb1a46 3f7f06ce FMA_DIFF 
F 1369 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 bdeb5aee bdeb5aee 3f7f063e bdeb1a46 bdeb1a46 3f7f06ce -
F 1370 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 bdeb006c bdeb006c 3f7f0726 bdeb1a46 bdeb1a46 3f7f06ce -
F 1371 3f7fffff 3f7fffff 3f800000 3f800000 3f7ffd74 3f7ffd74 3f7ffd74 bdd1a48d bdd1a48d 3f7f3317 bdeb1a46 bdeb1a46 3f7f06ce -
F 1372 3f800000 3f800001 3f800000 3f800000 3f800001 3f800001 3f800001 bd938030 bd938030 3f7f8a01 bd93bb9c bd93bb9c 3f7f89b3 FMA_DIFF 
F 1373 3f800000 3f800000 3f800000 3f800000 3f800001 3f800001 3f800001 bd93db3b bd93db3b 3f7f8956 bd93bb9c bd93bb9c 3f7f89b3 -
F 1374 3f800000 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff be07004c be07004c 3f7e2e34 be070851 be070851 3f7e2dc5 -
F 1375 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 be06a488 be06a488 3f7d31df be06828c be06828c 3f7d31fa -
F 1370 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 bdeb006c bdeb006c 3f7f0726 bdeb1a46 bdeb1a46 3f7f06ce -
F 1371 3f7fffff 3f7fffff 3f800000 3f800000 3f7ffd74 3f7ffd74 3f7ffd74 bdd1a48d bdd1a48d 3f7f3317 bdeb1a46 bdeb1a46 3f7f06ce -
