banc,shader,contact,wind,vertex,clip_x,clip_y,clip_z,clip_w,pre_x,pre_y,pre_z,post_x,post_y,post_z
synthetic,shrub,1,1,4,-664.8564453125,-112.14936065673828,-1677.9000244140625,-1.0,332.43438720703125,480.0,326.972412109375,664.8564453125,98.13068389892578,1677.9000244140625
synthetic,shrub,1,1,5,-819.5859375,-151.86892700195312,-2185.347412109375,-1.0,369.43109130859375,650.0,355.9661865234375,819.5859375,132.8852996826172,2185.347412109375
synthetic,shrub,1,1,6,-974.3154296875,-191.58848571777344,-2692.794677734375,-1.0,406.427734375,820.0,384.9599304199219,974.3154296875,167.63992309570312,2692.794677734375
synthetic,shrub,1,1,7,-1129.044921875,-231.30804443359375,-3200.241943359375,-1.0,443.4244079589844,990.0,413.9537048339844,1129.044921875,202.39453125,3200.241943359375
synthetic,shrub,1,1,8,-1283.7744140625,-271.0276184082031,-3707.689208984375,-1.0,480.42108154296875,1160.0,442.94744873046875,1283.7744140625,237.14915466308594,3707.689208984375
synthetic,shrub,1,1,9,-1438.5037841796875,-310.7471923828125,-4215.13623046875,-1.0,517.417724609375,1330.0,471.9411315917969,1438.5037841796875,271.9037780761719,4215.13623046875
synthetic,shrub,1,1,10,-1593.2333984375,-350.46673583984375,-4722.583984375,-1.0,554.4144287109375,1500.0,500.9349670410156,1593.2333984375,306.65838623046875,4722.583984375
synthetic,shrub,1,1,11,-1747.9627685546875,-390.1863098144531,-5230.03076171875,-1.0,591.4110717773438,1670.0,529.9287109375,1747.9627685546875,341.4129943847656,5230.03076171875
synthetic,tfrag3,0,0,0,-100.0,228.57144165039062,-150.0,0.0,100.0,-200.0,150.0,100.0,-200.0,150.0
synthetic,tfrag3,0,0,1,-137.0,34.28571701049805,-179.0,0.0,137.0,-30.0,179.0,137.0,-30.0,179.0
synthetic,tfrag3,0,0,2,-174.0,-160.0,-208.0,-0.0,174.0,140.0,208.0,174.0,140.0,208.0
synthetic,tfrag3,0,0,3,-211.0,-354.2857360839844,-237.0,-0.0,211.0,310.0,237.0,211.0,310.0,237.0
synthetic,tfrag3,0,0,4,-248.0,-548.5714721679688,-266.0,-0.0,248.0,480.0,266.0,248.0,480.0,266.0
synthetic,tfrag3,0,0,5,-285.0,-742.857177734375,-295.0,-0.0,285.0,650.0,295.0,285.0,650.0,295.0
synthetic,tfrag3,0,0,6,-322.0,-937.1428833007812,-324.0,-0.0,322.0,820.0,324.0,322.0,820.0,324.0
synthetic,tfrag3,0,0,7,-359.0,-1131.4285888671875,-353.0,-0.0,359.0,990.0,353.0,359.0,990.0,353.0
synthetic,tfrag3,0,0,8,-396.0,-1325.71435546875,-382.0,-0.0,396.0,1160.0,382.0,396.0,1160.0,382.0
synthetic,tfrag3,0,0,9,-433.0,-1520.0001220703125,-411.0,-0.0,433.0,1330.0,411.0,433.0,1330.0,411.0
synthetic,tfrag3,0,0,10,-470.0,-1714.2857666015625,-440.0,-0.0,470.0,1500.0,440.0,470.0,1500.0,440.0
synthetic,tfrag3,0,0,11,-507.0,-1908.571533203125,-469.0,-0.0,507.0,1670.0,469.0,507.0,1670.0,469.0
synthetic,tfrag3,0,1,0,-104.44776916503906,228.57144165039062,-170.9975128173828,0.0,104.44776916503906,-200.0,170.9975128173828,104.44776916503906,-200.0,170.9975128173828
synthetic,tfrag3,0,1,1,-141.44447326660156,34.28571701049805,-199.99139404296875,0.0,141.44447326660156,-30.0,199.99139404296875,141.44447326660156,-30.0,199.99139404296875
synthetic,tfrag3,0,1,2,-178.44107055664062,-160.0,-228.98489379882812,-0.0,178.44107055664062,140.0,228.98489379882812,178.44107055664062,140.0,228.98489379882812
synthetic,tfrag3,0,1,3,-215.43772888183594,-354.2857360839844,-257.9786682128906,-0.0,215.43772888183594,310.0,257.9786682128906,215.43772888183594,310.0,257.9786682128906
synthetic,tfrag3,0,1,4,-252.4344024658203,-548.5714721679688,-286.972412109375,-0.0,252.4344024658203,480.0,286.972412109375,252.4344024658203,480.0,286.972412109375
synthetic,tfrag3,0,1,5,-289.43109130859375,-742.857177734375,-315.9661865234375,-0.0,289.43109130859375,650.0,315.9661865234375,289.43109130859375,650.0,315.9661865234375
synthetic,tfrag3,0,1,6,-326.427734375,-937.1428833007812,-344.9599304199219,-0.0,326.427734375,820.0,344.9599304199219,326.427734375,820.0,344.9599304199219
synthetic,tfrag3,0,1,7,-363.4244079589844,-1131.4285888671875,-373.9537048339844,-0.0,363.4244079589844,990.0,373.9537048339844,363.4244079589844,990.0,373.9537048339844
synthetic,tfrag3,0,1,8,-400.42108154296875,-1325.71435546875,-402.94744873046875,-0.0,400.42108154296875,1160.0,402.94744873046875,400.42108154296875,1160.0,402.94744873046875
synthetic,tfrag3,0,1,9,-437.417724609375,-1520.0001220703125,-431.9411315917969,-0.0,437.417724609375,1330.0,431.9411315917969,437.417724609375,1330.0,431.9411315917969
synthetic,tfrag3,0,1,10,-474.4144287109375,-1714.2857666015625,-460.9349670410156,-0.0,474.4144287109375,1500.0,460.9349670410156,474.4144287109375,1500.0,460.9349670410156
synthetic,tfrag3,0,1,11,-511.41107177734375,-1908.571533203125,-489.9287109375,-0.0,511.41107177734375,1670.0,489.9287109375,511.41107177734375,1670.0,489.9287109375
synthetic,tfrag3,1,0,0,38.50918197631836,46.72890090942383,412.886474609375,0.0,100.0,-200.0,150.0,-38.50918197631836,-40.887786865234375,-412.886474609375
synthetic,tfrag3,1,0,1,-116.22362518310547,7.009335041046143,-94.56702423095703,0.0,137.0,-30.0,179.0,116.22362518310547,-6.133167743682861,94.56702423095703
synthetic,tfrag3,1,0,2,-270.9564208984375,-32.710227966308594,-602.0205078125,-0.0,174.0,140.0,208.0,270.9564208984375,28.621448516845703,602.0205078125
synthetic,tfrag3,1,0,3,-425.6892395019531,-72.42979431152344,-1109.4739990234375,-0.0,211.0,310.0,237.0,425.6892395019531,63.376068115234375,1109.4739990234375
synthetic,tfrag3,1,0,4,-580.4220581054688,-112.14936065673828,-1616.9276123046875,-0.0,248.0,480.0,266.0,580.4220581054688,98.13068389892578,1616.9276123046875
synthetic,tfrag3,1,0,5,-735.1548461914062,-151.86892700195312,-2124.381103515625,-0.0,285.0,650.0,295.0,735.1548461914062,132.8852996826172,2124.381103515625
synthetic,tfrag3,1,0,6,-889.8876953125,-191.58848571777344,-2631.834716796875,-0.0,322.0,820.0,324.0,889.8876953125,167.63992309570312,2631.834716796875
synthetic,tfrag3,1,0,7,-1044.6204833984375,-231.30804443359375,-3139.288330078125,-0.0,359.0,990.0,353.0,1044.6204833984375,202.39453125,3139.288330078125
synthetic,tfrag3,1,0,8,-1199.353271484375,-271.0276184082031,-3646.74169921875,-0.0,396.0,1160.0,382.0,1199.353271484375,237.14915466308594,3646.74169921875
synthetic,tfrag3,1,0,9,-1354.0860595703125,-310.7471923828125,-4154.1953125,-0.0,433.0,1330.0,411.0,1354.0860595703125,271.9037780761719,4154.1953125
synthetic,tfrag3,1,0,10,-1508.8189697265625,-350.46673583984375,-4661.64892578125,-0.0,470.0,1500.0,440.0,1508.8189697265625,306.65838623046875,4661.64892578125
synthetic,tfrag3,1,0,11,-1663.5517578125,-390.1863098144531,-5169.10205078125,-0.0,507.0,1670.0,469.0,1663.5517578125,341.4129943847656,5169.10205078125
synthetic,tfrag3,1,1,0,34.0614128112793,46.72890090942383,391.88897705078125,0.0,104.44776916503906,-200.0,170.9975128173828,-34.0614128112793,-40.887786865234375,-391.88897705078125
synthetic,tfrag3,1,1,1,-120.66809844970703,7.009335041046143,-115.55841827392578,0.0,141.44447326660156,-30.0,199.99139404296875,120.66809844970703,-6.133167743682861,115.55841827392578
synthetic,tfrag3,1,1,2,-275.3974914550781,-32.710227966308594,-623.0054321289062,-0.0,178.44107055664062,140.0,228.98489379882812,275.3974914550781,28.621448516845703,623.0054321289062
synthetic,tfrag3,1,1,3,-430.126953125,-72.42979431152344,-1130.4527587890625,-0.0,215.43772888183594,310.0,257.9786682128906,430.126953125,63.376068115234375,1130.4527587890625
synthetic,tfrag3,1,1,4,-584.8564453125,-112.14936065673828,-1637.9000244140625,-0.0,252.4344024658203,480.0,286.972412109375,584.8564453125,98.13068389892578,1637.9000244140625
synthetic,tfrag3,1,1,5,-739.5859375,-151.86892700195312,-2145.347412109375,-0.0,289.43109130859375,650.0,315.9661865234375,739.5859375,132.8852996826172,2145.347412109375
synthetic,tfrag3,1,1,6,-894.3154296875,-191.58848571777344,-2652.794677734375,-0.0,326.427734375,820.0,344.9599304199219,894.3154296875,167.63992309570312,2652.794677734375
synthetic,tfrag3,1,1,7,-1049.044921875,-231.30804443359375,-3160.241943359375,-0.0,363.4244079589844,990.0,373.9537048339844,1049.044921875,202.39453125,3160.241943359375
synthetic,tfrag3,1,1,8,-1203.7744140625,-271.0276184082031,-3667.689208984375,-0.0,400.42108154296875,1160.0,402.94744873046875,1203.7744140625,237.14915466308594,3667.689208984375
synthetic,tfrag3,1,1,9,-1358.5037841796875,-310.7471923828125,-4175.13623046875,-0.0,437.417724609375,1330.0,431.9411315917969,1358.5037841796875,271.9037780761719,4175.13623046875
synthetic,tfrag3,1,1,10,-1513.2333984375,-350.46673583984375,-4682.583984375,-0.0,474.4144287109375,1500.0,460.9349670410156,1513.2333984375,306.65838623046875,4682.583984375
synthetic,tfrag3,1,1,11,-1667.9627685546875,-390.1863098144531,-5190.03076171875,-0.0,511.41107177734375,1670.0,489.9287109375,1667.9627685546875,341.4129943847656,5190.03076171875
synthetic,etie,0,0,0,-19.609375,47.5,-2.4999821186065674,2.5,100.0,-200.0,150.0,100.0,-200.0,150.0
synthetic,etie,0,0,1,-21.78484344482422,51.285003662109375,-2.7899787425994873,2.7899999618530273,137.0,-30.0,179.0,137.0,-30.0,179.0
synthetic,etie,0,0,2,-23.960311889648438,55.070003509521484,-3.079975128173828,3.0799999237060547,174.0,140.0,208.0,174.0,140.0,208.0
synthetic,etie,0,0,3,-26.135780334472656,58.85499954223633,-3.369971513748169,3.369999885559082,211.0,310.0,237.0,211.0,310.0,237.0
synthetic,etie,0,0,4,-28.311248779296875,62.63999557495117,-3.659968137741089,3.6599998474121094,248.0,480.0,266.0,248.0,480.0,266.0
synthetic,etie,0,0,5,-30.486719131469727,66.42500305175781,-3.949965000152588,3.950000047683716,285.0,650.0,295.0,285.0,650.0,295.0
synthetic,etie,0,0,6,-32.66218566894531,70.20999908447266,-4.23996114730835,4.239999771118164,322.0,820.0,324.0,322.0,820.0,324.0
synthetic,etie,0,0,7,-34.83765411376953,73.99500274658203,-4.5299577713012695,4.529999732971191,359.0,990.0,353.0,359.0,990.0,353.0
synthetic,etie,0,0,8,-37.01312255859375,77.77999877929688,-4.819953918457031,4.819999694824219,396.0,1160.0,382.0,396.0,1160.0,382.0
synthetic,etie,0,0,9,-39.188594818115234,81.56501007080078,-5.109951019287109,5.110000133514404,433.0,1330.0,411.0,433.0,1330.0,411.0
synthetic,etie,0,0,10,-41.36406326293945,85.35001373291016,-5.399947643280029,5.400000095367432,470.0,1500.0,440.0,470.0,1500.0,440.0
synthetic,etie,0,0,11,-43.53953170776367,89.135009765625,-5.689944267272949,5.690000057220459,507.0,1670.0,469.0,507.0,1670.0,469.0
synthetic,etie,0,1,0,-21.271800994873047,51.33954620361328,-2.7099547386169434,2.709975004196167,104.44776916503906,-200.0,170.9975128173828,104.44776916503906,-200.0,170.9975128173828
synthetic,etie,0,1,1,-23.446794509887695,55.12342834472656,-2.999890089035034,2.9999139308929443,141.44447326660156,-30.0,199.99139404296875,141.44447326660156,-30.0,199.99139404296875
synthetic,etie,0,1,2,-25.621755599975586,58.9072380065918,-3.2898216247558594,3.289848804473877,178.44107055664062,140.0,228.98489379882812,178.44107055664062,140.0,228.98489379882812
synthetic,etie,0,1,3,-27.796737670898438,62.691104888916016,-3.5797557830810547,3.579786539077759,215.43772888183594,310.0,257.9786682128906,215.43772888183594,310.0,257.9786682128906
synthetic,etie,0,1,4,-29.971721649169922,66.47496032714844,-3.86968994140625,3.8697240352630615,252.4344024658203,480.0,286.972412109375,252.4344024658203,480.0,286.972412109375
synthetic,etie,0,1,5,-32.146705627441406,70.25881958007812,-4.159624099731445,4.159661769866943,289.43109130859375,650.0,315.9661865234375,289.43109130859375,650.0,315.9661865234375
synthetic,etie,0,1,6,-34.321685791015625,74.04267883300781,-4.449558258056641,4.449599266052246,326.427734375,820.0,344.9599304199219,326.427734375,820.0,344.9599304199219
synthetic,etie,0,1,7,-36.496665954589844,77.82653045654297,-4.739491939544678,4.739536762237549,363.4244079589844,990.0,373.9537048339844,363.4244079589844,990.0,373.9537048339844
synthetic,etie,0,1,8,-38.67164993286133,81.61038970947266,-5.029426097869873,5.029474258422852,400.42108154296875,1160.0,402.94744873046875,400.42108154296875,1160.0,402.94744873046875
synthetic,etie,0,1,9,-40.84662628173828,85.39424133300781,-5.31935977935791,5.319411277770996,437.417724609375,1330.0,431.9411315917969,437.417724609375,1330.0,431.9411315917969
synthetic,etie,0,1,10,-43.02161407470703,89.17811584472656,-5.609294891357422,5.609349727630615,474.4144287109375,1500.0,460.9349670410156,474.4144287109375,1500.0,460.9349670410156
synthetic,etie,0,1,11,-45.196598052978516,92.96196746826172,-5.899229049682617,5.899287223815918,511.41107177734375,1670.0,489.9287109375,511.41107177734375,1670.0,489.9287109375
synthetic,etie,1,0,0,24.880491256713867,-56.84846115112305,3.1288154125213623,-3.1288647651672363,100.0,-200.0,150.0,-38.50918197631836,-40.887786865234375,-412.886474609375
synthetic,etie,1,0,1,-15.111363410949707,35.632728576660156,-1.9456590414047241,1.945670247077942,137.0,-30.0,179.0,116.22362518310547,-6.133167743682861,94.56702423095703
synthetic,etie,1,0,2,-55.103214263916016,128.11392211914062,-7.020133018493652,7.020205020904541,174.0,140.0,208.0,270.9564208984375,28.621448516845703,602.0205078125
synthetic,etie,1,0,3,-95.0950698852539,220.59510803222656,-12.094608306884766,12.09473991394043,211.0,310.0,237.0,425.6892395019531,63.376068115234375,1109.4739990234375
synthetic,etie,1,0,4,-135.08692932128906,313.0762939453125,-17.169082641601562,17.169275283813477,248.0,480.0,266.0,580.4220581054688,98.13068389892578,1616.9276123046875
synthetic,etie,1,0,5,-175.07879638671875,405.5575256347656,-22.24355697631836,22.243810653686523,285.0,650.0,295.0,735.1548461914062,132.8852996826172,2124.381103515625
synthetic,etie,1,0,6,-215.07064819335938,498.0386962890625,-27.318031311035156,27.31834602355957,322.0,820.0,324.0,889.8876953125,167.63992309570312,2631.834716796875
synthetic,etie,1,0,7,-255.06253051757812,590.5198974609375,-32.39250946044922,32.39288330078125,359.0,990.0,353.0,1044.6204833984375,202.39453125,3139.288330078125
synthetic,etie,1,0,8,-295.0543518066406,683.0010986328125,-37.46697998046875,37.46741485595703,396.0,1160.0,382.0,1199.353271484375,237.14915466308594,3646.74169921875
synthetic,etie,1,0,9,-335.0462341308594,775.4823608398438,-42.54145812988281,42.541954040527344,433.0,1330.0,411.0,1354.0860595703125,271.9037780761719,4154.1953125
synthetic,etie,1,0,10,-375.0380859375,867.9635620117188,-47.61593246459961,47.61648941040039,470.0,1500.0,440.0,1508.8189697265625,306.65838623046875,4661.64892578125
synthetic,etie,1,0,11,-415.0299377441406,960.4447021484375,-52.690406799316406,52.69102096557617,507.0,1670.0,469.0,1663.5517578125,341.4129943847656,5169.10205078125
synthetic,etie,1,1,0,23.21806526184082,-53.00891876220703,2.9188430309295654,-2.9188897609710693,104.44776916503906,-200.0,170.9975128173828,-34.0614128112793,-40.887786865234375,-391.88897705078125
synthetic,etie,1,1,1,-16.773313522338867,39.47115707397461,-2.1555702686309814,2.1555840969085693,141.44447326660156,-30.0,199.99139404296875,120.66809844970703,-6.133167743682861,115.55841827392578
synthetic,etie,1,1,2,-56.76466369628906,131.951171875,-7.22998046875,7.2300543785095215,178.44107055664062,140.0,228.98489379882812,275.3974914550781,28.621448516845703,623.0054321289062
synthetic,etie,1,1,3,-96.75603485107422,224.43121337890625,-12.304391860961914,12.304527282714844,215.43772888183594,310.0,257.9786682128906,430.126953125,63.376068115234375,1130.4527587890625
synthetic,etie,1,1,4,-136.74740600585938,316.9112854003906,-17.37880516052246,17.378999710083008,252.4344024658203,480.0,286.972412109375,584.8564453125,98.13068389892578,1637.9000244140625
synthetic,etie,1,1,5,-176.73878479003906,409.391357421875,-22.453218460083008,22.453474044799805,289.43109130859375,650.0,315.9661865234375,739.5859375,132.8852996826172,2145.347412109375
synthetic,etie,1,1,6,-216.7301483154297,501.8714294433594,-27.527629852294922,27.52794647216797,326.427734375,820.0,344.9599304199219,894.3154296875,167.63992309570312,2652.794677734375
synthetic,etie,1,1,7,-256.72149658203125,594.3513793945312,-32.6020393371582,32.6024169921875,363.4244079589844,990.0,373.9537048339844,1049.044921875,202.39453125,3160.241943359375
synthetic,etie,1,1,8,-296.712890625,686.8314819335938,-37.67645263671875,37.6768913269043,400.42108154296875,1160.0,402.94744873046875,1203.7744140625,237.14915466308594,3667.689208984375
synthetic,etie,1,1,9,-336.7042541503906,779.3114624023438,-42.7508659362793,42.75136184692383,437.417724609375,1330.0,431.9411315917969,1358.5037841796875,271.9037780761719,4175.13623046875
synthetic,etie,1,1,10,-376.6956481933594,871.7916870117188,-47.82528305053711,47.82583999633789,474.4144287109375,1500.0,460.9349670410156,1513.2333984375,306.65838623046875,4682.583984375
synthetic,etie,1,1,11,-416.6869812011719,964.2716674804688,-52.899688720703125,52.900306701660156,511.41107177734375,1670.0,489.9287109375,1667.9627685546875,341.4129943847656,5190.03076171875
synthetic,etie_base,0,0,0,-19.609375,47.5,-2.4999821186065674,2.5,100.0,-200.0,150.0,100.0,-200.0,150.0
synthetic,etie_base,0,0,1,-21.78484344482422,51.285003662109375,-2.7899787425994873,2.7899999618530273,137.0,-30.0,179.0,137.0,-30.0,179.0
synthetic,etie_base,0,0,2,-23.960311889648438,55.070003509521484,-3.079975128173828,3.0799999237060547,174.0,140.0,208.0,174.0,140.0,208.0
synthetic,etie_base,0,0,3,-26.135780334472656,58.85499954223633,-3.369971513748169,3.369999885559082,211.0,310.0,237.0,211.0,310.0,237.0
synthetic,etie_base,0,0,4,-28.311248779296875,62.63999557495117,-3.659968137741089,3.6599998474121094,248.0,480.0,266.0,248.0,480.0,266.0
synthetic,etie_base,0,0,5,-30.486719131469727,66.42500305175781,-3.949965000152588,3.950000047683716,285.0,650.0,295.0,285.0,650.0,295.0
synthetic,etie_base,0,0,6,-32.66218566894531,70.20999908447266,-4.23996114730835,4.239999771118164,322.0,820.0,324.0,322.0,820.0,324.0
synthetic,etie_base,0,0,7,-34.83765411376953,73.99500274658203,-4.5299577713012695,4.529999732971191,359.0,990.0,353.0,359.0,990.0,353.0
synthetic,etie_base,0,0,8,-37.01312255859375,77.77999877929688,-4.819953918457031,4.819999694824219,396.0,1160.0,382.0,396.0,1160.0,382.0
synthetic,etie_base,0,0,9,-39.188594818115234,81.56501007080078,-5.109951019287109,5.110000133514404,433.0,1330.0,411.0,433.0,1330.0,411.0
synthetic,etie_base,0,0,10,-41.36406326293945,85.35001373291016,-5.399947643280029,5.400000095367432,470.0,1500.0,440.0,470.0,1500.0,440.0
synthetic,etie_base,0,0,11,-43.53953170776367,89.135009765625,-5.689944267272949,5.690000057220459,507.0,1670.0,469.0,507.0,1670.0,469.0
synthetic,etie_base,0,1,0,-21.271800994873047,51.33954620361328,-2.7099547386169434,2.709975004196167,104.44776916503906,-200.0,170.9975128173828,104.44776916503906,-200.0,170.9975128173828
synthetic,etie_base,0,1,1,-23.446794509887695,55.12342834472656,-2.999890089035034,2.9999139308929443,141.44447326660156,-30.0,199.99139404296875,141.44447326660156,-30.0,199.99139404296875
synthetic,etie_base,0,1,2,-25.621755599975586,58.9072380065918,-3.2898216247558594,3.289848804473877,178.44107055664062,140.0,228.98489379882812,178.44107055664062,140.0,228.98489379882812
synthetic,etie_base,0,1,3,-27.796737670898438,62.691104888916016,-3.5797557830810547,3.579786539077759,215.43772888183594,310.0,257.9786682128906,215.43772888183594,310.0,257.9786682128906
synthetic,etie_base,0,1,4,-29.971721649169922,66.47496032714844,-3.86968994140625,3.8697240352630615,252.4344024658203,480.0,286.972412109375,252.4344024658203,480.0,286.972412109375
synthetic,etie_base,0,1,5,-32.146705627441406,70.25881958007812,-4.159624099731445,4.159661769866943,289.43109130859375,650.0,315.9661865234375,289.43109130859375,650.0,315.9661865234375
synthetic,etie_base,0,1,6,-34.321685791015625,74.04267883300781,-4.449558258056641,4.449599266052246,326.427734375,820.0,344.9599304199219,326.427734375,820.0,344.9599304199219
synthetic,etie_base,0,1,7,-36.496665954589844,77.82653045654297,-4.739491939544678,4.739536762237549,363.4244079589844,990.0,373.9537048339844,363.4244079589844,990.0,373.9537048339844
synthetic,etie_base,0,1,8,-38.67164993286133,81.61038970947266,-5.029426097869873,5.029474258422852,400.42108154296875,1160.0,402.94744873046875,400.42108154296875,1160.0,402.94744873046875
synthetic,etie_base,0,1,9,-40.84662628173828,85.39424133300781,-5.31935977935791,5.319411277770996,437.417724609375,1330.0,431.9411315917969,437.417724609375,1330.0,431.9411315917969
synthetic,etie_base,0,1,10,-43.02161407470703,89.17811584472656,-5.609294891357422,5.609349727630615,474.4144287109375,1500.0,460.9349670410156,474.4144287109375,1500.0,460.9349670410156
